gender,age,married,dependents,number_of_dependents,city,latitude,longitude,population,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,churn_label,ibm_spss_churn_prob,cltv,churn_category,churn_reason,new_customer
0,62,0,0,0,Sacramento,38.660442,-121.346321,20993,0,0,41,,1,12.42,0,1,Cable,12,0,0,0,1,0,0,0,1,One Year,0,Bank Withdrawal,50.05,2029.05,0.0,0,509.22,2538.27,5,0,64,2157,,,0
1,46,0,0,0,Sacramento,38.687367,-121.34848,31373,0,0,41,,1,36.76,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.15,802.35,29.95,0,1507.16,2279.56,3,0,47,4982,,,0
1,39,1,1,1,Sacramento,38.585826,-121.376263,23362,1,6,67,,1,36.21,1,1,DSL,24,1,1,1,1,0,0,0,1,One Year,1,Credit Card,69.35,4653.25,9.99,0,2426.07,7069.33,3,0,40,5589,,,0
0,40,1,1,3,Marysville,39.19514,-121.503883,38091,1,10,16,,1,12.82,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.35,275.9,33.24,0,205.12,447.78,5,0,31,4146,,,0
1,35,0,0,0,Beale Afb,39.125311,-121.392283,5654,0,0,17,,1,27.66,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.15,343.45,28.63,0,470.22,785.04,3,0,60,2717,,,0
1,27,1,0,0,Alleghany,39.467828,-120.841386,118,1,4,35,,1,25.32,0,1,DSL,30,1,1,1,0,0,0,0,1,Month-to-Month,0,Credit Card,61.0,2130.45,10.7,0,886.2,3005.95,3,0,79,4355,,,0
0,52,1,1,2,Arbuckle,38.982373,-122.047751,4796,1,10,58,,1,25.86,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.5,1191.4,36.92,0,1499.88,2654.36,4,0,72,6186,,,0
1,35,1,1,2,Berry Creek,39.657228,-121.37778,1279,1,1,52,,0,0.0,0,1,DSL,17,0,1,1,1,1,0,0,1,Two Year,0,Credit Card,50.2,2554.0,27.01,0,0.0,2526.99,4,0,47,5396,,,0
0,60,0,0,0,Biggs,39.457388,-121.818201,3169,0,0,70,,1,47.72,0,1,DSL,28,1,0,1,1,1,1,1,1,Two Year,0,Bank Withdrawal,79.6,5589.45,42.34,0,3340.4,8887.51,3,0,38,5474,,,0
0,20,1,1,1,Browns Valley,39.292334,-121.320597,1477,1,1,19,,1,31.58,1,0,,0,0,0,0,0,0,0,0,0,Two Year,1,Bank Withdrawal,24.9,467.7,0.0,0,600.02,1067.72,3,0,79,5396,,,0
0,33,1,1,3,Butte City,39.449794,-121.936372,303,1,1,35,,1,26.09,0,1,Fiber Optic,56,1,0,1,1,1,1,1,0,Month-to-Month,1,Bank Withdrawal,106.9,3756.45,34.47,150,913.15,4785.13,3,0,80,5447,,,0
0,33,0,0,0,Camptonville,39.432127,-121.099287,632,0,0,32,,1,41.53,1,1,Fiber Optic,28,0,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,101.35,3334.9,0.0,0,1328.96,4663.860000000001,5,0,72,4341,,,0
0,25,1,1,3,Canyon Dam,40.171312,-121.120605,86,1,1,17,,1,20.23,0,1,DSL,69,1,0,0,1,0,0,0,1,Month-to-Month,1,Credit Card,55.35,920.5,0.0,0,343.91,1264.41,4,0,57,5465,,,0
0,44,1,1,3,Challenge,39.461768,-121.195825,262,1,1,67,Offer A,1,46.9,0,1,Cable,28,0,1,0,0,0,0,0,1,One Year,0,Credit Card,50.55,3431.75,0.0,0,3142.3,6574.049999999999,5,0,51,5122,,,0
0,56,0,0,0,Chico,39.745712,-121.84333,35808,0,0,9,,1,43.83,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,19.5,150.35,0.0,0,394.47,544.8199999999999,4,0,54,4883,,,0
1,43,0,0,0,Clipper Mills,39.562239,-121.14836,282,0,0,4,Offer E,1,31.57,1,1,Fiber Optic,18,1,0,0,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,90.65,367.95,0.0,0,126.28,494.23,3,0,70,3559,,,0
1,62,0,0,0,Crescent Mills,40.080342,-120.957805,178,0,0,60,,1,35.13,0,1,DSL,3,1,0,1,1,1,1,1,1,One Year,0,Credit Card,79.0,4801.1,0.0,0,2107.8,6908.900000000001,3,0,43,4807,,,0
1,35,0,0,0,Downieville,39.578792,-120.780786,404,0,0,1,Offer E,1,17.94,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.55,19.55,0.0,0,17.94,37.49,4,0,79,3718,,,1
0,36,1,1,3,Dunnigan,38.931425,-121.946081,19,1,1,27,,1,2.4,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.9,550.1,0.0,0,64.8,614.9,5,0,49,4870,,,0
1,20,0,0,0,Elk Creek,39.53222,-122.594879,587,0,0,15,,1,13.8,1,1,Fiber Optic,59,1,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,87.75,1242.2,0.0,0,207.0,1449.2,3,0,61,5415,,,0
0,32,0,0,0,Forest Ranch,40.077028,-121.494168,1351,0,0,41,,1,7.83,1,1,Fiber Optic,19,1,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,81.3,3190.65,0.0,0,321.03000000000003,3511.6800000000003,4,0,62,2299,,,0
1,21,1,0,0,Glenn,39.597975,-122.032248,1454,1,1,59,Offer B,0,0.0,0,1,DSL,53,0,0,0,0,1,1,1,0,Month-to-Month,1,Bank Withdrawal,44.3,2666.75,0.0,20,0.0,2686.75,4,0,28,5905,,,0
0,45,0,1,2,Goodyears Bar,39.564113,-120.868836,76,0,0,50,Offer B,1,36.11,0,1,Fiber Optic,20,0,0,0,0,0,0,0,1,Two Year,0,Credit Card,70.35,3533.6,0.0,0,1805.5,5339.1,3,0,50,5521,,,0
1,20,1,1,2,Grass Valley,39.194539,-120.988066,23990,1,1,17,,0,0.0,0,1,DSL,52,1,0,1,0,1,0,0,1,One Year,0,Credit Card,44.45,792.15,0.0,0,0.0,792.15,3,0,73,3522,,,0
1,48,1,1,3,Penn Valley,39.203817,-121.19584,9752,1,1,6,Offer E,1,34.7,0,1,DSL,51,1,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,49.15,295.65,0.0,0,208.2,503.85,3,0,43,4076,,,0
1,44,1,0,0,Grass Valley,39.099204,-121.137962,17922,1,1,49,Offer B,1,14.21,0,1,Fiber Optic,23,0,1,0,0,1,0,0,1,Month-to-Month,1,Credit Card,85.3,4297.95,0.0,0,696.2900000000001,4994.24,4,0,71,4696,,,0
1,30,1,0,0,Hamilton City,39.732767,-122.042298,1931,1,1,59,Offer B,1,20.5,1,1,Cable,53,1,0,0,1,0,1,1,1,One Year,1,Credit Card,69.1,4096.9,0.0,0,1209.5,5306.4,3,0,29,4765,,,0
0,45,1,1,2,Magalia,39.933852,-121.584371,11168,1,1,59,Offer B,1,2.47,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.6,1286.0,0.0,0,145.73000000000002,1431.73,5,0,55,6325,,,0
1,63,0,0,0,Maxwell,39.281194,-122.226568,1146,0,0,18,,1,4.38,1,1,Fiber Optic,20,0,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,74.15,1387.0,0.0,0,78.84,1465.84,5,0,49,2643,,,0
1,22,0,0,0,Meadow Valley,39.937017,-121.058043,301,0,0,10,,1,17.98,1,1,Fiber Optic,26,0,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,75.05,786.3,0.0,0,179.8,966.1,4,0,23,3399,,,0
1,57,1,0,0,Meridian,39.068071,-121.832638,776,1,1,14,Offer D,1,44.95,0,1,DSL,19,0,0,0,0,0,0,0,1,One Year,0,Bank Withdrawal,44.6,641.25,0.0,0,629.3000000000001,1270.5500000000002,3,0,51,4612,,,0
1,47,0,0,0,Nevada City,39.333737,-120.858667,17269,0,0,35,,1,17.2,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,21.45,705.45,0.0,0,602.0,1307.45,3,0,71,3967,,,0
1,48,1,1,2,North San Juan,39.423046,-120.984472,565,1,1,8,Offer E,1,6.78,0,1,DSL,24,0,0,0,0,0,0,0,1,One Year,1,Credit Card,43.45,345.5,0.0,0,54.24,399.74,3,0,50,4184,,,0
1,56,1,1,3,Olivehurst,39.082568,-121.55325,6439,1,1,18,Offer D,1,28.06,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Bank Withdrawal,20.05,345.9,0.0,0,505.08,850.98,5,0,63,4458,,,0
0,35,1,1,3,Oregon House,39.342587,-121.249833,1519,1,1,60,Offer B,1,48.04,1,1,Fiber Optic,76,1,1,0,0,1,0,0,1,One Year,0,Bank Withdrawal,94.15,5811.8,0.0,0,2882.4,8694.2,4,0,60,6399,,,0
0,61,0,0,0,Oroville,39.624561,-121.552866,17782,0,0,6,Offer E,1,7.35,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.55,124.45,0.0,0,44.1,168.55,5,0,61,5980,,,0
0,49,0,1,3,Oroville,39.473896,-121.415927,28382,0,0,19,Offer D,1,8.02,1,1,DSL,57,1,1,0,1,1,0,0,1,Month-to-Month,1,Credit Card,75.9,1375.6,0.0,0,152.38,1527.98,4,0,69,4198,,,0
1,35,1,1,2,Palermo,39.435756,-121.552071,1254,1,1,53,Offer B,1,37.57,1,1,DSL,15,1,1,0,1,0,0,0,1,One Year,0,Bank Withdrawal,64.15,3491.55,0.0,0,1991.21,5482.76,3,0,45,5570,,,0
0,34,1,0,0,Princeton,39.424957,-122.039307,495,1,1,60,Offer B,1,30.23,1,1,Fiber Optic,14,0,1,1,1,1,1,1,1,Two Year,1,Credit Card,110.8,6640.7,9.79,0,1813.8,8444.71,5,0,79,5942,,,0
0,40,0,1,1,Chico,39.903272,-121.843567,26971,0,0,13,Offer D,1,25.33,0,1,Cable,27,0,0,1,1,0,0,0,0,Month-to-Month,0,Credit Card,53.45,718.1,26.37,0,329.29,1021.02,5,0,40,4335,,,0
0,47,1,1,2,Richvale,39.495768,-121.747472,74,1,1,5,,1,1.38,0,1,Fiber Optic,16,0,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,69.95,320.4,0.0,0,6.9,327.29999999999995,3,0,73,3850,,,0
1,60,1,1,1,Smartville,39.176595,-121.291692,963,1,1,13,Offer D,1,44.05,0,1,Fiber Optic,19,0,0,1,0,1,1,1,1,Month-to-Month,0,Bank Withdrawal,97.0,1334.45,0.0,0,572.65,1907.1,3,0,35,5282,,,0
1,42,0,0,0,Stirling City,39.904002,-121.527823,28,0,0,37,,1,44.52,1,1,DSL,6,1,1,1,1,1,1,1,1,One Year,1,Bank Withdrawal,90.6,3358.65,8.96,0,1647.24,4996.93,4,0,26,2546,,,0
1,40,1,0,0,Stonyford,39.288127,-122.415841,844,0,0,64,Offer B,1,48.41,0,1,Fiber Optic,22,1,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,73.55,4764.0,21.9,0,3098.24,7840.34,3,0,50,5018,,,0
0,55,1,0,0,Sutter,39.172777,-121.805845,3193,1,1,61,Offer B,1,25.14,1,1,Fiber Optic,13,0,1,0,1,0,1,1,1,Two Year,1,Bank Withdrawal,94.35,5703.0,29.88,0,1533.54,7206.66,5,0,48,4676,,,0
1,29,0,0,0,Washington,39.34128,-120.786867,145,0,0,26,,1,6.38,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,19.4,525.55,4.25,0,165.88,687.18,4,0,71,4602,,,0
1,32,1,0,0,Willows,39.493991,-122.286363,8812,1,4,24,,1,27.38,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.75,483.15,16.56,0,657.12,1123.71,3,0,34,3455,,,0
1,29,1,0,0,Yuba City,39.02741,-121.614982,34967,1,5,17,Offer D,0,0.0,0,1,DSL,27,0,0,1,1,1,1,1,1,One Year,0,Bank Withdrawal,54.6,934.8,47.73,0,0.0,887.0699999999999,4,0,22,4590,,,0
0,24,0,1,2,Yuba City,39.075694,-121.70606,27786,0,0,26,,0,0.0,0,1,DSL,27,0,0,1,0,0,0,0,1,Month-to-Month,1,Credit Card,29.8,786.5,10.28,0,0.0,776.22,3,0,27,3746,,,0
1,33,0,0,0,Redding,40.677649,-122.29467,41476,0,0,52,Offer B,1,5.42,1,1,Fiber Optic,22,0,1,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,103.05,5364.8,46.67,0,281.84,5599.97,4,0,80,5432,,,0
1,22,0,0,0,Anderson,40.448632,-122.306657,21418,0,0,1,,1,29.19,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.3,20.3,0.0,0,29.19,49.49,5,0,46,5203,,,1
0,34,0,0,0,Bella Vista,40.722733,-122.109666,899,0,0,21,Offer D,0,0.0,0,1,DSL,4,1,0,0,1,0,0,0,1,Two Year,0,Credit Card,35.1,770.4,0.0,0,0.0,770.4,4,0,25,2991,,,0
0,23,1,0,0,Bieber,41.083464,-121.107929,595,1,2,67,Offer A,1,25.46,1,1,Fiber Optic,73,0,1,1,0,1,1,1,1,One Year,1,Bank Withdrawal,105.7,6816.95,0.0,0,1705.8200000000002,8522.77,4,0,68,5027,,,0
0,36,1,1,3,Big Bar,40.775272,-123.287414,269,1,10,44,Offer B,1,43.7,0,1,DSL,75,1,0,0,1,0,0,0,0,Month-to-Month,0,Bank Withdrawal,56.25,2419.55,14.78,40,1922.8,4367.57,3,0,28,3918,,,0
1,19,1,1,3,Big Bend,41.096569,-121.879082,265,1,1,70,Offer A,0,0.0,0,1,Cable,47,0,1,1,1,1,1,1,1,One Year,0,Bank Withdrawal,60.35,4138.7,49.23,0,0.0,4089.47,3,0,56,4122,,,0
1,45,1,1,2,Callahan,41.388397,-122.794636,290,1,1,56,Offer B,1,22.74,0,1,DSL,13,1,1,1,0,0,0,0,1,Two Year,1,Bank Withdrawal,59.8,3457.45,35.01,0,1273.4399999999998,4695.879999999999,3,0,72,4964,,,0
0,32,1,1,1,Chester,40.243494,-121.154733,2664,1,10,46,Offer B,1,49.26,1,1,Fiber Optic,18,1,0,1,1,0,1,1,1,Two Year,0,Credit Card,99.65,4630.2,9.35,0,2265.96,6886.81,3,0,58,4736,,,0
0,37,1,1,1,Corning,39.913777,-122.289984,13840,1,6,63,Offer B,1,25.32,0,1,DSL,11,1,0,0,0,0,0,0,1,Two Year,1,Bank Withdrawal,50.65,3221.25,37.04,0,1595.16,4779.37,3,0,36,4847,,,0
1,23,0,0,0,Cottonwood,40.336392,-122.448533,12348,0,0,11,Offer D,1,28.76,0,1,DSL,27,0,1,1,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,60.9,688.5,49.24,0,316.36,955.62,3,0,58,2726,,,0
1,22,1,1,2,Dorris,41.949216,-122.050062,1162,1,6,15,Offer D,1,24.36,1,1,DSL,59,0,0,1,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,59.65,867.1,32.65,0,365.4,1199.85,4,0,75,3974,,,0
1,33,1,0,0,Douglas City,40.586588,-122.903677,960,1,8,72,Offer A,0,0.0,0,1,DSL,12,1,1,1,1,1,1,1,0,Two Year,1,Bank Withdrawal,64.7,4746.05,0.0,140,0.0,4886.05,3,0,36,6075,,,0
0,23,1,1,2,Fall River Mills,41.017282,-121.468945,1902,1,3,6,,1,30.17,0,1,DSL,48,0,0,0,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,54.85,355.1,39.15,0,181.02,496.97,3,0,80,5729,,,0
1,62,1,1,2,Forks Of Salmon,41.232128,-123.194748,170,1,4,63,Offer B,1,48.62,1,1,Fiber Optic,28,0,1,0,0,0,1,1,1,One Year,1,Bank Withdrawal,91.35,5764.7,18.78,0,3063.06,8808.98,4,0,47,4512,,,0
0,33,1,1,1,French Gulch,40.740138,-122.587476,373,1,2,18,Offer D,1,39.56,1,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,25.1,428.45,14.57,0,712.08,1125.96,4,0,55,3675,,,0
0,34,1,0,0,Gazelle,41.411315,-122.697236,392,1,9,43,Offer B,0,0.0,0,1,Cable,21,1,0,0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,34.0,1505.35,49.22,0,0.0,1456.13,3,0,74,5409,,,0
0,60,0,0,0,Gerber,40.03194,-122.176023,3357,0,0,15,Offer D,0,0.0,0,1,DSL,25,1,1,1,1,0,0,0,1,One Year,0,Credit Card,45.9,693.45,16.27,0,0.0,677.1800000000001,3,0,51,3572,,,0
1,57,1,1,3,Grenada,41.599978,-122.539381,616,1,1,55,Offer B,1,40.94,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.5,1177.95,5.83,0,2251.7,3423.82,5,0,25,5011,,,0
1,38,1,1,1,Fallbrook,33.362575,-117.299644,42239,1,2,70,Offer A,1,31.78,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.35,1458.1,35.44,0,2224.6,3647.26,5,0,69,5748,,,0
0,33,0,0,0,Igo,40.524535,-122.647172,911,0,0,25,,1,1.22,0,1,DSL,10,0,1,0,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,65.8,1679.65,29.29,0,30.5,1680.86,5,0,66,3962,,,0
1,45,0,0,0,Lookout,41.280478,-121.160249,386,0,0,1,,0,0.0,0,1,DSL,29,0,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,24.4,24.4,0.0,0,0.0,24.4,3,0,80,4570,,,1
0,35,1,0,0,Mccloud,41.251322,-122.105209,1586,1,7,26,,1,23.31,0,1,DSL,20,0,1,0,1,1,1,1,0,Month-to-Month,1,Bank Withdrawal,73.05,1959.5,47.59,50,606.06,2567.9700000000003,5,0,46,2753,,,0
0,55,0,0,0,Macdoel,41.769709,-121.92063,816,0,0,34,,1,45.56,0,1,DSL,7,1,1,0,0,0,1,1,1,One Year,0,Bank Withdrawal,64.35,2053.05,46.39,0,1549.04,3555.7,3,0,48,3445,,,0
0,29,0,1,1,Manton,40.426679,-121.850421,598,0,0,19,Offer D,1,35.45,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.5,398.55,24.07,0,673.5500000000001,1048.0300000000002,4,0,69,4855,,,0
0,22,1,1,3,Millville,40.531257,-122.148139,830,1,5,62,Offer B,1,32.92,0,1,DSL,71,1,0,1,0,0,0,0,1,One Year,0,Credit Card,54.75,3425.35,8.5,0,2041.04,5457.89,4,0,71,5010,,,0
1,60,0,0,0,Montgomery Creek,40.877552,-121.885884,431,0,0,24,,1,33.97,0,1,DSL,22,1,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,51.15,1275.7,0.0,0,815.28,2090.98,3,0,35,5796,,,0
1,20,1,1,1,Nubieber,41.082472,-121.195215,240,1,6,31,,1,25.04,0,1,DSL,71,0,0,1,1,0,0,0,1,Month-to-Month,0,Credit Card,54.35,1647.0,0.0,0,776.24,2423.24,3,0,41,3615,,,0
0,20,1,0,0,Palo Cedro,40.582399,-122.195512,4931,1,5,63,Offer B,1,20.51,0,1,Fiber Optic,51,0,1,0,0,1,1,1,0,One Year,1,Bank Withdrawal,96.0,6109.75,0.0,30,1292.13,7431.88,3,0,80,5016,,,0
0,46,1,1,3,Paynes Creek,40.343213,-121.815412,433,1,8,61,Offer B,0,0.0,0,1,DSL,26,0,1,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,61.45,3751.15,0.0,0,0.0,3751.15,3,0,20,5063,,,0
1,32,0,0,0,Red Bluff,40.186772,-122.388361,26438,0,0,18,Offer D,1,1.42,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,19.65,411.25,0.0,0,25.56,436.81,3,0,32,4695,,,0
0,38,1,1,3,Round Mountain,40.923558,-122.059933,459,0,0,6,,1,30.01,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,19.0,105.5,0.0,0,180.06,285.56,5,0,46,5518,,,0
0,44,0,0,0,Scott Bar,41.737962,-123.07557,88,0,0,33,,1,16.57,1,1,Fiber Optic,30,0,1,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,100.0,3320.6,0.0,0,546.8100000000001,3867.41,5,0,76,4643,,,0
0,62,1,0,0,Shasta,40.617614,-122.512861,528,1,3,56,Offer B,1,7.0,0,1,Fiber Optic,18,0,0,1,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,98.7,5669.5,0.0,0,392.0,6061.5,4,0,44,5141,,,0
1,50,0,1,3,Shingletown,40.497441,-121.827524,4231,0,0,23,Offer D,1,1.2,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,19.8,465.45,0.0,0,27.6,493.05,3,0,49,3058,,,0
1,54,0,0,0,Tehama,40.021787,-122.127576,405,0,0,9,,1,1.85,0,1,Fiber Optic,22,0,0,1,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,73.8,704.3,0.0,50,16.650000000000002,770.9499999999999,3,0,52,4895,,,0
1,26,0,0,0,Weaverville,40.759401,-122.939337,3749,0,0,5,,1,22.16,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.05,95.55,0.0,0,110.8,206.35,4,0,51,2483,,,0
1,40,1,0,0,Weed,41.465121,-122.380947,5896,1,6,61,,1,27.66,1,1,Fiber Optic,29,1,1,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,106.2,6375.2,0.0,0,1687.26,8062.46,4,0,74,6298,,,0
1,21,1,1,2,Whitmore,40.637105,-121.906949,843,1,5,70,Offer A,1,40.77,1,1,Fiber Optic,71,1,1,1,1,1,1,1,1,Two Year,1,Credit Card,116.55,8152.3,0.0,0,2853.9,11006.2,3,0,40,6116,,,0
1,53,0,0,0,Yreka,41.764869,-122.671316,9538,0,0,15,Offer D,1,10.12,1,1,Fiber Optic,15,1,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,99.7,1566.75,0.0,0,151.79999999999998,1718.55,3,0,60,4157,,,0
1,27,1,1,1,Alturas,41.468877,-120.54229,5096,1,8,8,,1,11.57,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.7,130.25,0.0,0,92.56,222.81,4,0,29,5962,,,0
0,19,1,1,2,Blairsden Graeagle,39.783747,-120.661032,1839,1,10,8,,1,13.21,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.5,162.15,0.0,0,105.68,267.83000000000004,5,0,58,3598,,,0
0,53,0,0,0,Cedarville,41.505916,-120.152505,857,0,0,4,,0,0.0,0,1,DSL,2,1,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,29.15,110.05,0.0,10,0.0,120.05,4,0,78,2657,,,0
0,31,0,0,0,Chilcoot,39.872961,-120.198876,650,0,0,34,Offer C,1,43.17,0,1,DSL,8,1,1,0,0,0,0,0,1,One Year,0,Credit Card,55.0,1885.15,0.0,0,1467.78,3352.9300000000003,4,0,46,4027,,,0
1,38,1,0,0,Clio,39.745805,-120.580882,88,1,1,68,Offer A,1,11.83,1,1,DSL,21,1,1,1,1,1,1,1,1,Two Year,1,Credit Card,90.8,6302.85,0.0,0,804.44,7107.290000000001,4,0,69,4265,,,0
0,52,1,1,2,Coleville,38.42528,-119.475741,1332,1,10,45,,0,0.0,0,1,Cable,19,0,1,1,1,0,1,1,1,One Year,0,Bank Withdrawal,51.0,2264.5,0.0,0,0.0,2264.5,4,0,22,4534,,,0
0,33,0,0,0,Doyle,40.012675,-120.101857,1177,0,0,22,Offer D,1,32.75,1,1,DSL,24,1,0,0,1,0,0,0,1,Month-to-Month,1,Credit Card,59.05,1253.5,0.0,0,720.5,1974.0,4,0,47,3995,,,0
0,39,0,0,0,Eagleville,41.280341,-120.150381,132,0,0,2,,1,12.68,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.3,41.2,0.0,0,25.36,66.56,5,0,24,5074,,,1
1,50,1,0,0,Fort Bidwell,41.932207,-120.135941,231,1,4,70,Offer A,1,38.58,1,1,DSL,25,0,1,1,1,1,0,0,0,Two Year,0,Bank Withdrawal,72.95,5265.55,0.0,60,2700.6,8026.15,4,0,70,6466,,,0
0,23,0,1,1,Herlong,40.198234,-120.18089,946,0,0,10,Offer D,1,14.24,1,1,Cable,26,1,0,1,1,0,1,1,1,One Year,0,Credit Card,73.55,693.3,0.0,0,142.4,835.6999999999999,3,0,29,4434,,,0
1,55,0,0,0,Janesville,40.294034,-120.512622,3093,0,0,72,Offer A,1,29.03,1,1,DSL,27,1,0,1,1,1,1,1,1,Two Year,0,Credit Card,84.3,5997.1,0.0,0,2090.16,8087.26,4,0,35,6012,,,0
0,23,1,1,1,Fallbrook,33.362575,-117.299644,42239,1,10,49,,1,9.07,0,1,DSL,82,0,1,1,0,1,1,1,1,One Year,0,Credit Card,78.0,3824.2,0.0,0,444.43,4268.63,5,0,69,4200,,,0
0,57,0,0,0,Litchfield,40.507272,-120.338228,385,0,0,71,Offer A,1,2.93,1,1,Fiber Optic,10,1,1,1,0,1,1,1,1,Two Year,1,Credit Card,106.75,7283.25,0.0,0,208.03,7491.28,3,0,32,5610,,,0
0,50,0,0,0,Loyalton,39.637471,-120.226338,1822,0,0,22,,1,35.4,0,0,,0,0,0,0,0,0,0,0,0,One Year,1,Credit Card,19.25,412.55,0.0,0,778.8,1191.35,3,0,52,2691,,,0
0,37,1,1,3,Madeline,41.042003,-120.506086,85,1,10,50,,1,10.13,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.55,1070.25,0.0,0,506.50000000000006,1576.75,4,0,34,4878,,,0
0,51,1,1,2,Markleeville,38.735789,-119.85798,957,1,5,43,,1,35.2,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,20.0,817.95,0.0,0,1513.6,2331.55,5,0,76,4882,,,0
0,21,1,1,1,Milford,40.181279,-120.392967,481,1,5,45,,1,37.57,1,0,,0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,24.65,1171.3,0.0,0,1690.65,2861.95,3,0,63,2194,,,0
0,61,1,1,3,Ravendale,40.845738,-120.322219,61,0,0,23,,1,7.11,1,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,23.85,625.65,0.0,0,163.53,789.18,5,0,78,5945,,,0
0,41,1,0,0,Calpine,39.672813,-120.456699,322,1,8,68,Offer A,1,17.12,1,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,25.8,1911.5,0.0,0,1164.16,3075.66,4,0,21,4747,,,0
1,47,0,0,0,Standish,40.346634,-120.386422,408,0,0,26,Offer C,1,3.26,0,1,DSL,6,0,0,0,1,1,0,0,1,One Year,0,Credit Card,59.45,1507.0,0.0,0,84.75999999999999,1591.76,4,0,41,2074,,,0
1,27,0,0,0,Termo,41.027281,-120.669427,72,0,0,14,,1,9.19,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,20.05,299.3,0.0,0,128.66,427.96,5,0,32,5728,,,0
1,34,1,0,0,Topaz,38.636052,-119.489162,116,1,2,71,Offer A,1,28.21,0,1,DSL,19,1,0,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,82.55,5832.65,0.0,0,2002.91,7835.559999999999,3,0,68,4668,,,0
